dataset,target_size,algorithm,time,oa,aa,k,selected_features
indian_pines,30,ig,197.9,0.844,0.84,0.821,9|17|33|34|36|40|41|59|77|78|79|80|96|97|110|113|114|126|131|134|138|139|147|148|149|160|161|176|178|182||7|9|28|33|34|36|38|40|41|77|78|79|80|96|97|110|123|126|129|131|138|140|147|148|149|158|160|161|178|180||9|33|34|36|38|39|40|41|73|74|77|78|79|80|97|110|126|131|138|139|147|148|149|158|160|161|176|178|179|182||7|9|17|33|34|36|38|40|41|53|59|78|79|80|96|97|110|123|126|129|131|134|139|140|147|148|149|160|161|178||9|17|19|29|33|34|36|40|41|69|74|77|78|79|80|97|110|126|129|131|139|147|148|149|158|160|161|176|178|180||9|19|29|33|34|36|38|40|41|59|74|77|78|79|80|97|110|126|131|138|139|147|148|149|158|160|161|175|176|178||9|19|28|33|34|36|40|41|59|73|74|77|78|79|80|97|110|113|126|131|134|139|147|148|149|158|160|161|178|184||9|28|29|33|34|36|40|41|74|77|78|79|80|97|110|126|129|131|134|139|140|147|148|149|158|160|161|176|178|196||7|9|33|34|36|38|40|41|59|73|77|78|79|80|96|97|110|123|126|129|131|139|147|148|149|158|160|161|178|196||7|9|19|33|34|36|38|40|41|59|77|78|79|80|88|96|97|110|123|126|129|139|146|147|148|149|158|160|161|180
indian_pines,29,ig,0,0.844,0.841,0.822,9|17|33|34|36|40|41|59|77|78|79|80|96|97|110|113|114|126|131|134|138|139|147|148|149|161|176|178|182||7|9|33|34|36|38|40|41|77|78|79|80|96|97|110|123|126|129|131|138|140|147|148|149|158|160|161|178|180||9|33|34|36|38|40|41|73|74|77|78|79|80|97|110|126|131|138|139|147|148|149|158|160|161|176|178|179|182||7|9|17|33|34|36|38|40|41|53|59|78|79|80|96|97|110|123|126|129|131|134|139|147|148|149|160|161|178||9|17|19|29|33|34|36|40|41|74|77|78|79|80|97|110|126|129|131|139|147|148|149|158|160|161|176|178|180||9|19|29|33|34|36|38|40|41|74|77|78|79|80|97|110|126|131|138|139|147|148|149|158|160|161|175|176|178||9|19|33|34|36|40|41|59|73|74|77|78|79|80|97|110|113|126|131|134|139|147|148|149|158|160|161|178|184||9|28|33|34|36|40|41|74|77|78|79|80|97|110|126|129|131|134|139|140|147|148|149|158|160|161|176|178|196||7|9|33|34|36|38|40|41|59|77|78|79|80|96|97|110|123|126|129|131|139|147|148|149|158|160|161|178|196||7|9|19|33|34|36|38|40|41|59|77|78|79|80|88|96|97|110|126|129|139|146|147|148|149|158|160|161|180
indian_pines,28,ig,0,0.842,0.836,0.82,9|17|33|34|36|40|41|59|78|79|80|96|97|110|113|114|126|131|134|138|139|147|148|149|161|176|178|182||7|9|33|34|36|38|40|41|77|78|79|80|96|97|110|123|126|129|131|138|140|147|148|149|158|161|178|180||9|33|34|36|38|40|41|73|74|77|78|79|80|97|110|126|131|138|139|147|148|149|158|160|161|178|179|182||7|9|17|33|34|36|38|40|41|53|59|78|79|80|96|97|110|123|126|129|131|139|147|148|149|160|161|178||9|17|19|29|33|34|36|40|41|74|77|78|80|97|110|126|129|131|139|147|148|149|158|160|161|176|178|180||9|19|29|33|34|36|38|40|41|74|77|78|79|80|97|110|126|131|138|139|147|148|149|158|160|161|175|178||9|33|34|36|40|41|59|73|74|77|78|79|80|97|110|113|126|131|134|139|147|148|149|158|160|161|178|184||9|28|33|34|36|40|41|74|78|79|80|97|110|126|129|131|134|139|140|147|148|149|158|160|161|176|178|196||7|9|33|34|36|38|40|41|77|78|79|80|96|97|110|123|126|129|131|139|147|148|149|158|160|161|178|196||7|9|19|33|34|36|38|40|41|59|78|79|80|88|96|97|110|126|129|139|146|147|148|149|158|160|161|180
indian_pines,27,ig,0,0.841,0.831,0.819,9|17|33|34|36|40|41|59|78|79|80|96|97|110|113|114|126|131|134|138|139|147|148|149|176|178|182||7|9|33|34|36|38|40|41|77|78|79|80|97|110|123|126|129|131|138|140|147|148|149|158|161|178|180||9|33|34|36|38|40|41|73|74|77|78|79|80|97|110|126|131|139|147|148|149|158|160|161|178|179|182||7|9|17|33|34|36|38|40|41|59|78|79|80|96|97|110|123|126|129|131|139|147|148|149|160|161|178||9|17|19|29|33|34|36|40|41|74|77|78|80|97|110|126|129|131|139|147|148|149|160|161|176|178|180||9|19|33|34|36|38|40|41|74|77|78|79|80|97|110|126|131|138|139|147|148|149|158|160|161|175|178||9|33|34|36|40|41|59|73|74|77|78|79|80|97|110|113|126|131|139|147|148|149|158|160|161|178|184||9|28|33|34|36|40|41|74|78|79|80|97|110|126|129|131|134|139|147|148|149|158|160|161|176|178|196||7|9|33|34|36|38|40|41|78|79|80|96|97|110|123|126|129|131|139|147|148|149|158|160|161|178|196||7|9|33|34|36|38|40|41|59|78|79|80|88|96|97|110|126|129|139|146|147|148|149|158|160|161|180
indian_pines,26,ig,0,0.84,0.832,0.817,9|17|33|34|36|40|41|59|78|79|80|97|110|113|114|126|131|134|138|139|147|148|149|176|178|182||7|9|33|34|36|38|40|41|77|78|80|97|110|123|126|129|131|138|140|147|148|149|158|161|178|180||9|33|34|36|38|40|41|73|74|77|78|79|80|97|110|126|131|139|147|148|149|158|160|161|178|182||7|9|17|33|34|36|38|40|41|59|78|79|80|97|110|123|126|129|131|139|147|148|149|160|161|178||9|17|19|33|34|36|40|41|74|77|78|80|97|110|126|129|131|139|147|148|149|160|161|176|178|180||9|33|34|36|38|40|41|74|77|78|79|80|97|110|126|131|138|139|147|148|149|158|160|161|175|178||9|33|34|36|40|41|73|74|77|78|79|80|97|110|113|126|131|139|147|148|149|158|160|161|178|184||9|28|33|34|36|40|41|74|78|79|80|97|110|126|129|131|134|139|147|148|149|158|160|161|178|196||7|9|33|34|36|38|40|78|79|80|96|97|110|123|126|129|131|139|147|148|149|158|160|161|178|196||7|9|33|34|36|38|40|41|59|78|79|80|88|96|97|110|126|129|146|147|148|149|158|160|161|180
indian_pines,25,ig,0,0.837,0.835,0.814,9|17|33|34|36|40|41|59|78|79|80|97|110|113|114|126|131|134|139|147|148|149|176|178|182||7|9|33|34|36|38|40|41|77|78|80|97|110|123|126|129|138|140|147|148|149|158|161|178|180||9|33|34|36|38|40|73|74|77|78|79|80|97|110|126|131|139|147|148|149|158|160|161|178|182||7|9|17|33|34|36|38|40|41|59|78|79|80|97|110|123|126|129|131|139|147|148|149|161|178||9|17|33|34|36|40|41|74|77|78|80|97|110|126|129|131|139|147|148|149|160|161|176|178|180||9|33|34|36|38|40|74|77|78|79|80|97|110|126|131|138|139|147|148|149|158|160|161|175|178||9|33|34|36|40|41|73|74|77|78|79|80|97|110|113|126|131|139|147|148|149|158|160|161|184||9|33|34|36|40|41|74|78|79|80|97|110|126|129|131|134|139|147|148|149|158|160|161|178|196||7|9|33|34|36|38|40|78|79|80|96|97|110|123|126|129|131|139|147|148|149|158|160|161|178||7|9|33|34|36|38|40|41|59|78|79|80|88|96|97|110|126|129|147|148|149|158|160|161|180
indian_pines,24,ig,0,0.832,0.83,0.808,9|17|33|34|36|40|41|59|78|79|80|97|110|113|114|126|131|134|139|147|148|149|178|182||7|9|33|34|36|38|40|41|77|78|80|97|110|123|126|129|138|147|148|149|158|161|178|180||9|33|34|36|38|40|73|77|78|79|80|97|110|126|131|139|147|148|149|158|160|161|178|182||7|9|17|33|34|36|38|40|41|59|78|79|80|97|110|123|126|129|131|139|147|148|149|161||9|17|33|34|36|40|41|77|78|80|97|110|126|129|131|139|147|148|149|160|161|176|178|180||9|33|34|36|38|40|74|78|79|80|97|110|126|131|138|139|147|148|149|158|160|161|175|178||9|33|34|36|40|41|73|74|77|78|79|80|97|110|113|126|131|139|147|148|149|160|161|184||9|33|34|36|40|41|74|78|79|80|97|110|126|129|131|139|147|148|149|158|160|161|178|196||7|9|33|34|36|38|40|78|79|80|97|110|123|126|129|131|139|147|148|149|158|160|161|178||7|9|33|34|36|38|40|41|59|78|79|80|88|96|97|110|126|129|147|148|149|158|160|161
indian_pines,23,ig,0,0.832,0.829,0.809,9|17|33|34|36|40|59|78|79|80|97|110|113|114|126|131|134|139|147|148|149|178|182||7|9|33|34|36|38|40|41|77|78|80|97|110|123|126|129|138|147|148|149|161|178|180||9|33|34|36|38|40|73|77|78|79|80|97|110|126|131|139|147|148|149|160|161|178|182||7|9|33|34|36|38|40|41|59|78|79|80|97|110|123|126|129|131|139|147|148|149|161||9|17|33|34|36|40|41|77|78|80|97|110|126|129|131|139|147|148|149|160|161|178|180||9|33|34|36|38|40|74|78|79|80|97|110|126|131|139|147|148|149|158|160|161|175|178||9|33|34|36|40|41|73|74|77|78|79|80|97|110|113|126|131|139|147|148|149|161|184||9|33|34|36|40|41|74|78|79|80|97|110|126|129|139|147|148|149|158|160|161|178|196||7|9|33|34|36|38|78|79|80|97|110|123|126|129|131|139|147|148|149|158|160|161|178||7|9|33|34|36|38|40|41|59|78|79|80|88|96|97|110|126|129|147|148|149|160|161
indian_pines,22,ig,0,0.829,0.828,0.805,9|17|33|34|36|40|59|78|79|80|97|110|113|114|126|131|139|147|148|149|178|182||7|9|33|34|36|38|41|77|78|80|97|110|123|126|129|138|147|148|149|161|178|180||9|33|34|36|38|40|73|77|78|79|80|97|110|126|131|139|147|148|149|160|161|178||7|9|33|34|36|38|40|41|59|78|79|80|97|110|123|126|129|131|147|148|149|161||9|17|33|34|36|40|41|77|78|80|97|126|129|131|139|147|148|149|160|161|178|180||9|33|34|36|38|40|74|78|79|80|97|110|126|131|139|147|148|149|158|160|161|178||9|33|34|36|40|41|73|74|77|78|79|80|97|110|113|126|131|139|147|148|149|184||9|33|34|36|40|41|74|78|79|80|97|110|126|139|147|148|149|158|160|161|178|196||7|9|33|34|36|38|78|80|97|110|123|126|129|131|139|147|148|149|158|160|161|178||7|9|33|34|36|38|40|41|59|78|80|88|96|97|110|126|129|147|148|149|160|161
indian_pines,21,ig,0,0.828,0.827,0.804,9|17|33|34|36|40|59|78|79|80|97|110|113|114|126|131|139|147|148|149|182||7|9|33|34|36|38|41|77|78|80|97|110|123|126|129|147|148|149|161|178|180||9|33|34|36|38|40|73|77|78|79|80|97|110|126|131|139|147|148|149|160|161||7|9|33|34|36|38|40|59|78|79|80|97|110|123|126|129|131|147|148|149|161||9|17|33|34|36|40|41|77|78|80|97|126|129|131|147|148|149|160|161|178|180||9|33|34|36|38|40|74|78|80|97|110|126|131|139|147|148|149|158|160|161|178||9|33|34|36|40|41|73|77|78|79|80|97|110|113|126|131|139|147|148|149|184||9|33|34|36|40|41|78|79|80|97|110|126|139|147|148|149|158|160|161|178|196||7|9|33|34|36|38|78|80|97|110|123|126|129|131|139|147|148|149|158|160|161||7|9|33|34|36|38|40|41|59|78|80|88|96|97|126|129|147|148|149|160|161
